patent_id,title,year,inventor_name,inventor_country,company_name
D736349,Hose nozzle,2014,Richard Glenn Wojan,US,Professional Tool Products LLC
6101127,Operating voltage selection circuit for non-volatile semiconductor memories,1999,Paolo Rolandi,IT,STMicroelectronics SA
5206240,Nitrogen-containing spirocycles,1991,David A. Claremon,US,"MERCK & CO., INC."
5219485,"Materials and methods for etching silicides, polycrystalline silicon and polycides",1991,Mei Chang,US,"Applied Materials, Inc."
6317598,Device and method for administering and assigning radio transmission channels in mobile radio networks,1999,Michael Farber,DE,Siemens Aktiengesellschaft
9384830,Apparatuses and methods for performing multiple memory operations,2014,Daniele Balluchi,IT,"Micron Technology, Inc."
9906319,Switching sub-system for distributed antenna systems using time division duplexing,2016,Alfons Dussmann,DE,Andrew Wireless Systems GmbH
6060947,Hybrid IC device with wide dynamic range,1998,Katsuhiko Higashiyama,JP,"Sumitomo Electric Industries, Ltd."
7576449,Method for converting direct voltage into three-phase alternating voltage,2007,Wilfried Groote,DE,SMA Solar Technology AG
4239336,Optical communication cable,1978,Peter Worthington,GB,International Standard Electric Corporation
7968242,Onboard fuel cell system and method of discharging hydrogen-off gas,2002,Shinpei Miura,JP,TOYOTA JIDOSHA KABUSHIKI KAISHA
7276262,Control of process timing during manufacturing of magnetic thin film disks,2003,Qin Pan,US,Hitachi Global Storage Technologies Netherlands B.V.
8071614,Bicyclic heterocyclic compounds as protein tyrosine kinase inhibitors,2008,Gordon Saxty,GB,ASTEX THERAPEUTICS LIMITED
10157942,Semiconductor devices having reduced noise,2017,Jhy-Jyi Sze,TW,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD.
11765880,Method of manufacturing semiconductor device,2021,Seungho Han,KR,"SAMSUNG ELECTRONICS CO., LTD."
9268300,Process unit including a rotatable shaft along a driving force vector and image forming apparatus including the same,2013,Manabu Hamada,JP,"RICOH COMPANY, LTD."
8430430,High fatigue life fittings for high-pressure fluid systems,2010,Bruce M. Schuman,US,Flow International Corporation
6893919,Floating gate and fabricating method of the same,2004,Chung-Lin Huang,TW,NANYA TECHNOLOGY CORPORATION
11427074,Apparatuses for mounting tanks to vehicles and related methods,2018,Christopher CULBERSON,US,"NATURAL GAS FUEL SYSTEMS, LLC"
7424320,Tissue localizing and marking device and method of using same,2003,Steven E. Field,US,Bard Shannon Limited
7424320,Tissue localizing and marking device and method of using same,2003,Steven E. Field,US,"Bard Peripheral Vascular, Inc."
4492685,Protective skin matrix,1984,Wallace Snipes,US,"Key Pharmaceuticals, Inc."
